759 %
0.6603 %
14.47 percent
62.7 %
5.44 %
3.90 %
21.3 percent
5.20 percent
3050 %
126 %
19.0 %
7.04 percent
0.500 percent
10.17 %
18.8 percent
1.1 percent
46.5 percent
0.28 percentage
3.41 %
14.6 percent
6.584 %
1.33 percentage
.1 percent
67.3 %
4.10 percent
3.16 percent
72.0 %
2.7 percentage
117 percent
8.4 percent
1.38 %
23.6 percent
147 percent
31.7 percent
36.5 %
.020 %
2.59 percent
251 %
3.58 percent
15.36 %
eight percentage
653 percent
6.27 percent
5.67 %
10.7 %
1.097 percent
58.2 %
42 %
52.9 percent
2.37 percent
0.65 %
0.515 percent
69.1 %
1.87 %
7.9 percent
13.2 %
0.35 percent
11.3 %
2.5 percentage
94 percent
15.7 percent
16.84 %
16.87 percent
6.93 percent
75.8 percent
23 percentage
8.0 percent
18.2 percent
1.55 percentage
37.3 %
7.55 %
2.7 %
1.8 percent
10.0 %
6.75 percent
99.8 percent
165 percent
2030 %
2.6 %
0.71 percent
42.8 %
97 percent
33.1 percent
2.30 %
41.8 percent
30.2 %
22.3 percent
65.8 %
457 %
10.5 percent
49.3 %
88 percent
58.3 %
1.49 %
4.43 %
339 %
13.71 %
37.6 %
1.7 %
0.51 percent
36.0 percent
80.5 %
36.8 %
82.1 %
5.1 %
3000 %
15.4 %
0.62 percent
3.48 percentage
2.92 %
42.2 percent
56.3 %
2.827 %
64.4 %
5.47 %
14.9 percent
1.17 %
8.62 %
64.7 percent
49.7 %
0.08 %
4.54 percent
34.8 %
37.7 %
48.9 %
513 percent
1.62 percent
121 %
202 %
60.5 %
303 %
73.59 percent
53.2 %
79.2 %
91.3 %
0.7 %
7.9 %
32.3 percentage
2.88 percent
74.4 %
28.4 %
2.82 percent
24.5 %
12.82 %
1.04 %
62.8 percent
twenty-five percent
4.73 %
25.7 percent
0.58 %
2.67 %
23.22 %
50.9 %
20.6 percent
40.53 percent
15.91 percent
4.80 percent
2.89 %
3.65 percent
88.7 percent
.73 %
5.85 %
24.55 %
23.7 %
91.0 %
3540 %
2.13 %
0.58 percent
2.467 percent
07 %
6.46 percent
10 percent
1.96 %
362.2 %
1.02 %
16.4 %
75 percentage
0.20 %
16.46 %
0.0005 %
7.15 %
30.6 percent
4.625 %
2530 %
0.34 percent
343.74 %
45.54 %
4 percent
0.44 %
14.95 %
1.97 %
0.72 %
14.7 percent
26.33 percent
22.81 percent
9 percent
97.5 %
1.365 %
62.4 percent
9.97 percent
500 %
376 %
2.48 percent
7.1 percentage
1.02 percent
35.2 percent
.20 %
5.12 %
1.26 %
177.37 %
2.21 %
99.9 percent
15.32 percent
43.9 percentage
6.99 percent
2.184 %
319 percent
7.3 %
24.2 percent
77.4 percent
275 percent
3.11 %
1.5 percentage
54.0 %
53.3 %
8.95 %
4.61 %
2.3 percentage
8.33 %
150 %
1.08 %
3.3 percentage
2.53 percent
39.1 percent
70.01 percent
1.31 %
49 %
10.93 %
3.64 %
78.5 %
1.28 percentage
3.99 %
0.5 %
5.72 %
68.4 %
24.0 %
82.9 percent
36.5 percent
15.5 %
84.4 %
13.0 percent
18.7 percent
39.6 %
.54 %
4.24 %
151 %
0.4 percent
38.5 %
61 percent
14.81 percent
0.85 percent
7.6 percent
1.41 %
34.5 percent
3.52 %
25 percentage
5.28 %
99.99 percent
75.8 %
8.6 percent
1.182 %
5 %
0.24 percentage
96.88 %
82.9 %
19.6 %
59.0 %
59.4 percent
93.7 %
7.04 %
5.64 percent
15.26 %
206 %
2009 percentage
0.37 %
0.01 %
260 %
65.1 percent
103 percent
12.9 %
17 %
75.1 %
20.5 percent
28 percent
2.55 percent
11.4 %
8.47 %
63.3 %
5.222 percent
1.39 %
0.915 percent
4.6 %
2.478 percent
4.8 %
36.67 %
0.50 %
16.6 %
5.35 %
76.2 percent
0.8 percentage
15.96 %
2.53 %
4.44 percent
149 percent
289.6 %
11.80 percent
0.04 percent
5.0 %
12.4 percent
2.6604 %
14.5 percentage
700 %
53 percentage
7.57 %
52.7 percent
0.34 %
1.6 percent
174.9 %
3.504 %
46.8 %
29.1 percent
0.40 percentage
9.72 percent
3.34 percent
9.83 percent
26 percentage
799 %
30.1 percent
3.876 %
9.96 %
1.67 percentage
1.625 %
53.7 percent
1.865 percent
500 percent
20.0 percent
0.534 %
3.59 percent
85.0 %
25.07 percent
0.5 percentage
47.4 %
1.03 percentage
78.7 %
4.95 percent
13.8 percent
0.45 percent
0.36 %
40 %
77.6 percent
0.011 %
4.52 percent
25.8 %
22.0 %
61.9 %
1.4 %
1.33 %
2.372 percent
215 percent
9.77 percent
26.9 %
75.5 percent
3.17 percent
41.5 %
71.9 %
69.5 %
52.7 %
100 percent
48.2 percent
1.52 %
10.7 percent
53.1 percent
8.24 %
46.2 %
17.6 %
54.8 %
0.426 %
11.73 %
15.33 %
27.8 percent
2.90 percent
71 %
0.41 percent
2.6858 %
450 percent
1.27 percent
16 %
7.52 %
239 %
13.61 %
300 %
34.9 %
6.15 %
12.75 %
433 %
16.6 percent
25.6 percent
0.625 %
33.0 percent
1.66 %
3.26 %
30.4 %
33.5 %
88.8 percent
1.14 %
9.40 %
68.2 percent
8.84 %
326 percent
20.06 percent
7.14 percent
68.0 %
1.05 percent
600 %
8.54 percent
twelve percent
6.59 %
65.0 percent
6.39 %
2.64 percent
6.04 percent
6.9 percentage
3.85 %
1.06 percent
5.18 %
.23 percent
132 %
88.3 percent
1.26 percent
38.3 percent
7.76 %
1.45 %
6.2 percent
4.56 percent
4.82 percent
40.4 percent
14.75 percent
16.29 %
57 %
39.29 %
2.96 %
2.4 percentage
2.52 percent
7.28 %
77 percent
4 percentage
9.2 %
0.52 percentage
0.73 %
2.52 %
58.8 percent
2.66 %
8.72 %
88 %
49.6 percent
110.4 percent
32.2 percent
20.2 percent
5.19 percent
42.6 percent
57.5 %
1.0 %
6.1 percent
69 %
52.9 %
7.49 percent
200 %
100 %
26.4 %
37 %
17.2 %
2.24 percent
2.99 %
2535 %
21 percent
2.5934 %
76.7 percent
55.2 %
1.28 percent
0.385 percent
.10 %
3.03 %
84 %
87 percent
12.825 percent
22.7 %
88.2 percent
370 %
36.3 %
12.83 %
63.1 %
357 %
778 %
57.8 percent
28.5 %
155 percent
0.374 %
12.3 percent
248.2 %
1.618 %
49 percent
0.76 percentage
36.4 %
3.42 %
1.6 %
8.5 percentage
0.05 percent
22.2 percent
57.1 percent
5.07 %
4.53 percent
28.75 %
41.9 percent
2.50 %
257 %
13.7 %
81.3 percent
128 percent
23.04 %
30.0 %
2.29 %
8.17 percent
328 percent
one percentage
47.8 %
25.98 %
3.35 percent
198 percent
53.2 percent
51.4 %
2.46 %
9.02 %
27.0 percent
14 percentage
173 %
15.4 percent
340 %
415 %
0.49 %
0.00005 %
4.51 %
24.6 percent
32.32 %
3.75 percent
212 %
40.5 %
8.98 %
48 percent
57 percent
8.84 percent
4.16 %
0.95 percent
0.425 percent
3.08 %
80.1 %
282 %
98.7 %
86 percent
3.9 percent
140 %
40.2 %
1.28 %
17.11 %
24.8 %
9.87 %
65 percent
1.91 %
3.18 %
2.18 %
55 percent
2.75 percent
79.1 percent
438 %
18.4 percent
16.2 %
17.7 percent
8.85 percent
14.59 percent
39.4 percent
4.5 percentage
29.9 %
2.39 %
443 %
3.264 percent
61.4 %
16.83 %
41.7 %
12 %
10.65 %
134.7 %
281 %
34.2 percent
64.1 percent
3.31 %
626.7 %
fifteen percent
3.56 percent
4.13 percent
4.64 %
224.4 %
25.87 %
70 percent
64.3 %
.9 %
8.94 %
42 percent
5.11 %
67.3 percent
54.7 percent
631 %
12.1 percent
2.1 percent
4.49 %
17.82 percent
37 percent
4.26 percent
188 percent
6.1 %
8.4920 %
4.67 %
21.1 percent
3.91 %
10.70 %
20.9 percent
26 %
176 %
43.7 %
2.77 percent
36.3 percent
5.59 %
81 %
7.08 %
53.4 %
19.42 %
83.3 %
32.4 percent
51.2 percent
16.1 percent
6 %
8.8 percent
4.66 %
33.2 percent
16.2 percent
11.35 percent
1.42 percentage
15.0 %
17.4 percent
31 percent
four percent
3.2 percent
0.57 %
62.8 %
92.3 %
17.0 percent
1 %
95.1 %
8.88 %
56 %
5.4 percent
51.3 %
1.94 percent
0.33 %
3.94 %
440 percent
35.4 percent
1.51 %
1.84 percent
0.7 percent
32.7 percent
3.612 percent
5.6 %
1.36 %
91 percent
7.13 percent
77 %
9.0 percent
2.701 %
3.25 %
2.27 %
14.44 %
28 percentage
67.5 %
64.6 %
0.09 percent
123 percent
2.76 %
115 percent
20.3 percent
11.89 %
8.75 %
0.50 percent
39.3 %
0.018 %
1.74 percent
185 %
53.0 percent
4.22 %
.15 percent
44 %
11.4 percent
72.9 percent
17.2 percent
510 %
17.9 %
1.38 percent
64.2 %
0.87 %
55.5 %
0.10 percent
62.6 %
3.35 %
34.9 percent
135 %
2.300 percent
11.9 %
38.0 %
0.4159 percent
6.87 percent
47.2 percent
4.8 percentage
6.95 percent
1.43 %
0.61 percent
8.33 percent
15.0 percent
0.83 percentage
1.4 percent
16.8 %
650 %
2.22 %
0.83 %
1.9 %
29.6 %
1.98 percentage
13.1 percent
.05 percent
thirty-nine percent
2.597 percent
1.11 percent
0.38 %
30.1 %
15.56 %
15.3 percent
1.125 percent
3.82 percent
24.3 percent
5.825 %
.25 %
12.86 %
0.73 percentage
44.1 %
5.79 %
nine percent
86.3 percent
312 %
54.9 %
1.21 percent
.37 %
2.516 percent
46 %
1.8 percentage
75.6 percent
56.1 percent
310 percent
8.67 %
5.1 percent
31.57 %
0.79 percentage
12.6 percent
144 %
2.5717 %
10.37 percent
3.9 percentage
146 %
.05 %
0.38 percent
12.07 percent
63.5 %
27.8 %
14.11 %
22 %
18.19 percent
2.37 %
10.75 %
40.9 %
2.50 percent
26.7 %
125 percent
41.2 %
34.1 %
79 %
93.4 percent
1520 %
78.4 %
45.0 %
2.42 %
.32 %
4.19 percent
9 %
84.3 %
.07 %
0.61 %
1.72 %
230 percent
36.1 percent
11.1 %
2.58 %
1.734 %
385 %
2.128 percent
0.76 percent
5.31 %
2.55 %
2.525 percent
53.3 percent
1 percent
200 percent
5.8 %
6.4 %
138 %
74.2 %
0.48 %
3.60 %
7.50 %
1.73 %
66 %
62.5 percent
7.8 %
4.71 %
3.95 percent
6.45 percent
1.54 percent
0.61 percentage
11.6 %
3.62 percent
28.85 %
3.9 %
17.3 percent
14.3 %
5.61 %
77.9 percent
91.9 %
22.7 percent
2.648 percent
3.93 percent
0.68 %
9.6 %
10.52 %
44.7 percent
24.7 %
0.6 percent
25.7 %
5.75 percent
225 %
9.28 %
23.4 %
2.60 %
967 %
1200 percent
1.82 %
148 %
55 %
386 percent
21.6 percent
58 percent
31.1 percent
17.85 %
9.41 percent
0.94 %
34.7 %
2.99 percent
7.22 %
89 percent
6.84 percent
13.81 %
7.85 percent
24.9 percent
78.9 %
51.7 percent
15.76 %
3.06 %
350 %
2.95 %
2.68 %
5.50 %
1.92 percent
15.8 percent
65.4 percent
2.02 %
19.94 %
70.7 %
153 %
364 percent
3.49 percent
2.9 %
27.5 percent
77.5 %
0.007 percentage
11.52 %
56.4 percent
141.2 percent
2.292 percent
79.2 percent
2.34 %
41 percent
10.16 percent
3.57 percent
56 percent
32.9 percent
165 %
8.375 %
6.37 %
12.78 percent
13.42 %
0 %
2.12 %
232 %
1.24 percent
8.23 %
60 percent
16.9 percent
3.74 %
93.2 %
28.9 %
57.3 percent
900 %
1.7 percent
31.2 %
0.11 %
124.6 %
95.9 %
4.23 %
12.25 %
660 percent
36.8 percent
0.95 %
5.22 %
37.0 percent
3.28 %
0.69 %
36.12 %
26.23 percent
26.2 %
2.4395 %
0.81 percentage
1.0 percentage
1.30 percentage
38.8 percent
3.73 %
56.4 %
6.875 %
131 %
ten percent
343.7 %
10.1 %
800 percent
13.6 %
7.68 percent
10.67 %
6.74 percent
8.69 %
3.37 percent
17 percentage
6.33 percent
168 %
0.77 percent
0.23 %
2.73 %
17.9 percent
1.12 %
19.9 percent
1.2 percentage
3.8 %
30.6 %
16.48 %
4.01 %
12.78 %
6.32 %
140.1 %
36.19 %
1.01 percentage
1.86 percent
29.5 percent
463 %
17.92 %
48.1 percent
2.23 percent
66.6 %
84.0 percent
4.348 %
1.21 %
175 %
18.63 %
23 %
7.70 %
44.6 %
283 %
1.62 %
3.93 %
99.3 percent
0.91 percent
373 %
22.61 %
83.5 %
4.80 %
180 %
31.5 %
44.2 %
70.5 percent
43.0 %
3.392 %
11.75 %
3.40 %
41.4 %
15.8 %
347 %
41.6 %
5.46 %
442 %
3.78 %
10.6 percent
.23 %
275.4 %
99.0 %
2.8 percent
13.5 %
13.5 percent
2014 percentage
10.0 percent
66.4 percent
1.1 %
8.3 percent
9.29 %
1.4 percentage
1.25 percent
2.33 %
1.49 percent
.03 %
64.5 %
12.26 percent
16.7 percent
5.33 percent
nine percentage
9.77 %
2.31 %
96.22 %
78 %
11 percent
195 %
24.4 percent
250 percent
18.5 percent
14.72 percent
436.45 %
12.5 %
1.88 %
17.71 %
3.7 percentage
40.2 percent
9.1 percent
8.51 percent
13.0 %
0.2 percent
6.04 %
8.15 %
343 percent
3.38 percent
4.5 percent
4.4 %
42.9 %
330 %
1.65 %
12.6 %
.30 percent
400 percent
2.0 percent
41.78 percent
37 percentage
39 %
21.8 %
4.28 percent
6.53 %
95.6 %
4.41 %
78.2 %
329 percent
16.5 %
100000000000 %
1.23 %
19.6 percent
219 percent
3.09 %
94.2 percent
23.4 percent
14.63 percent
42.4 percent
3.79 %
2.54 %
2.24 %
8.32 %
22.51 %
19.3 percent
12.7 percentage
5.53 %
911 %
0 percent
3.56 %
2.505 percent
9.9 %
5.55 percent
12.46 %
77.0 percent
29.03 percent
3.46 %
6.8 percent
33.4 %
3.33 percent
.69 %
2.38 %
85.9 percent
2.87 %
39 percentage
6.00 %
0.17 percent
3.24 %
131.5 %
10.3 percent
6.0 %
9.17 percent
10.10 %
3.1 percent
68.09 %
56.1 %
38.2 percent
116 %
1.074 %
34.4 %
3.24 percent
2.462 percent
0.6 percentage
10.6 %
30 percentage
43.7 percent
76.4 %
72.2 percent
6.07 %
10.4 %
2.2 percent
23.5 %
16.4 percent
1.27 percentage
4.65 %
35 percent
3.626 %
0.45 %
2.75 %
1.70 percentage
55.0 percent
7.91 %
4.98 percent
54.4 %
55.2 percent
2.240 percent
2.80 percent
42.7 percent
3.33 %
16 percentage
7.8 percent
220 percent
49.7 percent
.26 %
77.6 %
4.87 %
31.2 percent
85.7 %
39.31 %
13.85 %
1.08 percent
100.9 %
0.56 %
0.60 percent
3.75 %
0.39 %
9.25 percent
27.4 percent
4.05 %
5.98 %
2.19 percent
114 %
43.4 %
7.5 percentage
0.06 percent
0.65 percent
3.16 %
50 %
0.33 percentage
4.5 %
0.084 percent
1.58 %
35.2 %
.93 %
87.9 %
76.9 %
89.5 percent
42.1 %
28.29 %
57.9 %
470 %
233 %
2.15 percent
62.9 percent
65.6 %
8.375 percent
96.9 %
78 percent
10.3 %
8.34 percent
2.74 %
44.3 %
2.97 %
3.51 %
33.6 percent
2.85 %
417 %
.10 percent
0.27 percent
0.0004 %
41.0 %
1.94 %
2.33 percent
51.6 percent
.01 percent
472 %
87.3 %
7.75 percent
0.0945 percent
2.875 %
68.9 percent
40.3 percent
24.2 %
63.6 percent
81.9 percent
612 %
60.9 percent
6.27 %
660 %
29.99 percent
10.1 percentage
730 %
48.6 %
71.6 %
361 %
900 percent
4.3 %
2.69 %
18.5 %
41.1 percentage
14.5 %
88.4 %
20.98 percent
7.58 %
1.123 %
2.69 percent
4.375 %
45.8 percent
9.6 percent
46.5 %
2.3 %
0.70 %
1.50 percentage
23.1 %
22.6 percent
65.3 %
0.96 %
98 percent
27.9 %
34.2 %
4.79 percent
76.0 %
0.74 %
6.1 percentage
6.01 percent
64 %
58.0 %
96 percent
1.30 %
2 percentage
80.72 %
66.2 %
7.26 percent
72.4 %
96.7 %
67 %
6 percent
39.6 percent
7.34 percent
72.8 percent
46.4 %
12.07 %
1.13 %
21.7 %
0.20 percent
2.097 percent
38.6 %
13.38 %
450 %
1.12 percent
79.4 %
34 %
12.77 %
7.24 %
4.64 percent
203 %
91.2 %
47.1 percent
1.3 percentage
547 %
52.0 percent
26.6 %
3.78 percent
800 %
2.81 %
12 percent
3 %
32.8 %
0.1 percentage
0.82 percent
3.96 percent
8.8 %
135 percent
2.1 %
6.50 percent
526 %
16.43 %
92.9 %
162 %
1.75 percentage
700 percent
5.88 %
164 %
14.75 %
5.48 %
27.0 %
81.2 %
9.88 %
18.75 percent
51.5 %
13.4 percent
3.01 %
7.35 %
5.70 %
1.48 %
7.06 percent
1.90 %
115 %
2.85 percent
58.6 %
73.7 %
1.2 percent
3.74 percent
80.6 %
910 %
44.0 %
7.84 %
45 %
99.3 %
78.6 %
1.53 %
2.35 %
29.1 %
.80 %
48.8 %
0.81 percent
0.709 percent
550 %
31 %
177 %
22.1 percent
69.5 percent
35.1 percent
3.62 %
4.216 %
11.0 percent
53 %
7.67 %
8.29 %
6.5 %
2.242 %
360 %
252 %
64.2 percent
50 percentage
0.33 percent
72.3 %
15.1 percent
seven percentage
3.77 percent
21.875 %
9.32 %
63.4 %
328 %
71.8 percent
87.3 percent
35.6 percent
54.3 %
13.20 %
0.16 %
1.47 %
21.4 percent
0.12 percent
0.68 percent
21.1 %
35.8 percent
34.8 percent
26.7 percent
2.475 percent
31.3 percent
6.8 %
11.45 percent
7.4 %
1.52 percentage
4.169 percent
102.7 %
688 %
0.5 percent
12.5 percent
2.84 %
0.80 %
16.96 %
4.15 percent
2.6179 %
82 %
7.92 percent
7.30 %
23.9 %
9.35 %
0.60 %
4.88 percent
0.005 percent
4.57 %
19.3 %
240 percent
3.4 percent
69.50 %
1.34 %
1.484 %
2.14 %
2.2 percentage
5.38 %
48.3 %
37.1 percent
27.3 percent
60 %
10.1 percent
5.6 percent
52.1 percent
0.15 percentage
19.99 %
18 percent
12 percentage
15.9 percent
460 %
25.9 percent
4.31 %
80 %
23.2 percent
28.45 %
24 %
40.1 percent
579 %
6.11 %
21.01 %
275 %
1.78 %
33.7 percent
44.7 %
0.67 percent
1.16 percent
1.9 percent
29.2 %
23.2 %
40 percent
3.65 %
55.7 %
52.2 %
647 percent
21 %
7.81 percent
0.3 percentage
1.5 percent
.45 %
59.1 percent
1.42 %
56.2 percent
4.56 %
14.87 percent
7.1 %
13.83 percent
16.5 percent
10.82 %
52.3 percentage
66.8 percent
134 %
2.7 percent
18.56 %
20133.6 percent
3.89 percent
4.20 %
5.9 %
138 percent
4.1 percentage
27 percent
370 percent
61.7 %
14.2 %
1.10 %
55.8 %
14.4 %
.27 %
2.30 percent
0.001387015 %
111 %
10.2 percent
440 %
.86 %
62.5 %
9.89 %
36.2 percent
60.82 percent
18.0 %
58.3 percent
25.4 percent
3.76 %
12.2 percent
4.471 %
5.50 percent
0.8 %
76.7 %
0.07 %
2.73 percent
25 %
46.1 percent
13.3 %
55.9 %
5.15 percent
22.4 percent
4.75 %
190 percent
6.03 %
26.4 percent
0.18 percentage
1.46 %
4.25 %
436 %
1.33 percent
197 %
300 percent
1020 %
52.5 percentage
21.0 %
12.17 %
73.8 percent
124031.4 %
16.19 %
9.22 %
48.5 %
2.31 percent
22.6 %
0.42 percent
2.57 %
6.82 %
40.0 %
64.7 %
6.6 percent
62.0 %
7.13 %
60.7 %
3.48 %
2.9 percentage
20.93 %
6.7 percentage
33.7 %
2.083 %
77.8 percent
2.07 percentage
6.2 %
167 %
37.7 percent
22 percent
76 %
7.4 percent
13.17 percent
27.49 %
14.1 percent
.11 %
1.8178 %
32.5 %
4.9 percent
20.78 %
4.3 percent
5.5 percentage
19 percentage
22.4 %
1.44 percentage
62 percent
3.45 %
597 %
8.59 %
278 %
11.9 percent
189 %
8.7 %
22.9 percent
11.45 %
45.8 %
70.73 %
25.5 percent
4.63 %
0.21 percent
95.0 %
2.344 percent
82 percent
161.8 %
12.9 percent
38.1 percent
2.00 %
6.56 %
33.2 %
7.2 percent
21.13 percent
10.55 percent
11.85 percent
23.72 %
3.46 percent
238 %
14.46 percent
1900 %
21.2 percent
2.75 percentage
1.3 percent
74 %
99.9 %
63.2 percent
23 percent
2.413 percent
285 %
247 %
0.03 percentage
2.95 percent
50 percent
34.6 %
2.3356 %
15.2 %
2.241 %
5.7 %
2.4006 %
320 %
